,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,user_utterance_english,bot_utterance_english,Contained technical issue
2089,2127,1,188.0,2023-08-16 16:47:08.650124,start,Follow/Neutral,,,,2023-08-16 16:47:10.157207,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
2090,2128,2,188.0,2023-08-16 16:47:52.328313,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-16 16:47:53.97699,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to procrastinate less,So you want to procrastinate less. Can you tell me something about why this change is important to you?,0.0
2091,2129,3,188.0,2023-08-16 16:48:39.421848,"Weil ich mich auf meine Arbeit und mein Lernen konzentrieren können möchte, um in den Bereichen erfolgreich zu sein",change,Reason,desire,,2023-08-16 16:48:42.563153,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,change,Reason,desire,Because I want to focus on my work and my learning to be successful in the fields,How important is this change on a scale from 0 (not at all) to 10 (very),0.0
2092,2130,4,188.0,2023-08-16 16:48:49.092386,8,Follow/Neutral,,,,2023-08-16 16:48:50.673162,Eine 8. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,8,An 8. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,0.0
2093,2131,1,189.0,2023-08-16 16:49:51.240614,start,Follow/Neutral,,,,2023-08-16 16:49:52.853177,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
2094,2132,5,188.0,2023-08-16 16:49:52.588914,"Sie ist sehr weitläufig, da sie mit meiner Zukunft zusammenhängt, allerdings ist das Problem nicht extrem ausgeprägt",Follow/Neutral,,,Undershooting,2023-08-16 16:49:57.866562,"Es ist also ein wichtiges Anliegen für dich, aber nicht unbedingt das dringendste. Verstehe ich das richtig",gut/hilfreich,,Follow/Neutral,,,"It is very widespread because it is related to my future, but the problem is not extremely pronounced.","So it's an important concern for you, but not necessarily the most urgent.",0.0
2095,2133,2,189.0,2023-08-16 16:50:19.893873,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-16 16:50:21.46022,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to procrastinate less,So you want to procrastinate less. Can you tell me something about why this change is important to you?,0.0
2096,2134,6,188.0,2023-08-16 16:50:59.976534,"ja, aber ich denke wir sollten uns trotzdem damit befassen, um es nicht zu verschlechtern",change,Commitment,,Hypothetical,2023-08-16 16:51:05.69855,"Was wäre wohl die größte Herausforderung, wenn du versuchst, weniger zu prokrastinieren",gut/hilfreich,,change,Commitment,,"Yes, but I think we should still deal with it in order not to deteriorate it.",What would be the biggest challenge if you tried to procrastinate less?,0.0
2097,2135,3,189.0,2023-08-16 16:51:11.00775,Ich drücke mich zu häufig Dinge zu erledigen obwohl diese keinen großen Aufwand darstellen und verschiebe sie nach hinten,sustain,Taking Steps,,,2023-08-16 16:51:18.122713,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,sustain,Taking Steps,,I push myself too often to do things although these are not a big effort and move them to the back,How important is this change on a scale from 0 (not at all) to 10 (very),0.0
2098,2136,4,189.0,2023-08-16 16:51:27.243963,8,Follow/Neutral,,,,2023-08-16 16:51:28.929033,Eine 8. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,8,An 8. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,0.0
2099,2137,7,188.0,2023-08-16 16:51:51.876298,Meine Angst/ Nervosität zu überwinden,change,Reason,General Reason,Digging Deep,2023-08-16 16:51:57.175752,Du sprichst von Angst und Nervosität. Kannst du das näher ausführen,gut/hilfreich,,change,Reason,General Reason,Overcoming My Fear/Nervousness,You're talking about fear and nervousness.,0.0
2100,2138,5,189.0,2023-08-16 16:52:27.268429,"Ich merke wie gut es tut, Dinge zu erledigen. Deswegen will ich aufhören diese unnötig zu verschieben",change,Reason,desire,,2023-08-16 16:52:33.89509,"Das ist ein guter Grund, um proaktiver sein zu wollen. Es ist toll, dass du das erkannt hast. Was genau erhoffst du dir von der Verhaltensänderung",schlecht/unpassend,Finde die Frage was genau ich mir erhoffe unnötig. Das Ziel ist weniger prokastination,change,Reason,desire,"I realize how good it is to do things, so I want to stop postponing them unnecessarily.",That's a good reason to want to be more proactive.,0.0
2101,2139,8,188.0,2023-08-16 16:53:11.973684,"Es ist wie eine unsichtbare Hürde, die mich nicht anfangen lässt. Mich zwar ständig daran erinnert, aber mich nicht dazu bringt die Sache anzugehen",sustain,Reason,ability,Strength-based,2023-08-16 16:53:19.95512,"Du hast also eine klare Vorstellung davon, was du tun musst, aber irgendetwas hält dich davon ab, den ersten Schritt zu machen. Gibt es Situationen, in denen du trotz Angst oder Nervosität erfolgreich warst",gut/hilfreich,,sustain,Reason,ability,"It's like an invisible hurdle that doesn't make me start. It reminds me all the time, but it doesn't make me tackle the issue.","So you have a clear idea of what you need to do, but something keeps you from taking the first step. There are situations where you have been successful despite fear or nervousness",0.0
2102,2140,6,189.0,2023-08-16 16:54:20.467956,?,Follow/Neutral,,,,2023-08-16 16:54:28.128362,"Sorry für die Verwirrung. Ich wollte dich fragen, was du genau erwartest, wenn du dein Prokrastinieren reduzierst",schlecht/unpassend,,Follow/Neutral,,,?,Sorry for the confusion. I wanted to ask you exactly what you expect when you reduce your procrastination,0.0
2103,2141,9,188.0,2023-08-16 16:55:08.084755,"Ich denke, wenn der Zeitdruck wirklich stark ist fühle ich mich gezwungen etwas zu erledigen und dann klappt es meist schon. Nur nicht unbedingt sehr gut, oder entspannt.",change,Reason,General Reason,Continuing the Paragraph,2023-08-16 16:55:19.880535,"Du fühlst dich also unter Druck gesetzt und das treibt dich dazu, deine Aufgaben zu bewältigen - auch wenn das Ergebnis nicht immer zufriedenstellend ist. Wie könnte es sich anfühlen, wenn du die Kontrolle über deinen Zeitplan hast und nicht auf diesen Druck angewiesen bist",gut/hilfreich,,change,Reason,General Reason,"I think if the time pressure is really strong I feel forced to do something and then it usually works. Just not necessarily very good, or relaxed.","So you feel pressured, and that drives you to do your job - even if the result is not always satisfactory. How could it feel if you have control over your schedule and are not dependent on this pressure?",0.0
2104,2142,7,189.0,2023-08-16 16:55:13.378177,Ich möchte Dinge erledigen ohne zu Prokrastinieren.,change,Reason,desire,,2023-08-16 16:55:19.890296,"Das ist ein guter Punkt. Es ist immer besser, Aufgaben sofort zu erledigen, anstatt sie aufzuschieben. Hast du bereits über Strategien nachgedacht, wie du dein Ziel erreichen kannst",gut/hilfreich,,change,Reason,desire,I want to do things without procrastinating.,That's a good point. It's always better to do tasks immediately instead of postponing them. Have you already thought about strategies on how to achieve your goal?,0.0
2105,2143,8,189.0,2023-08-16 16:56:06.783548,"Nein, das habe ich bislang noch nicht. Vielleicht kannst du mir Input geben",Follow/Neutral,,,,2023-08-16 16:56:19.03822,"Natürlich kann ich dir einige Strategien vorschlagen, die dir helfen könnten, weniger zu prokrastinieren. 

1. Teile große Aufgaben in kleinere Teilaufgaben auf. So erscheinen sie weniger überwältigend und sind leichter zu bewältigen. 

2. Nutze einen Zeitplaner oder eine To-Do-Liste. Dadurch hast du einen Überblick über alle Aufgaben, die du erledigen musst",gut/hilfreich,,Follow/Neutral,,,"No, I haven't. Maybe you can give me input.","Of course, I can suggest you some strategies that could help you to procrastinate less. 1. Part large tasks into smaller sub-tasks. So they seem less overwhelming and are easier to handle. 2. Use a scheduler or a to-do list. This gives you an overview of all the tasks you need to do.",0.0
2106,2144,9,189.0,2023-08-16 16:57:06.274911,Ich denke das könnte hilfreich sein,Follow/Neutral,,,,2023-08-16 16:57:20.810202,"Das freut mich zu hören. Denke immer daran, dass Veränderungen Zeit brauchen und es vollkommen normal ist, wenn man ab und zu Rückschritte macht. Wichtig ist, dass du weiterhin motiviert bist und an dir arbeitest. Sei stolz auf jeden kleinen Fortschritt, den du machst. Wie denkst du, könntest du diese Strategien in deinen Alltag integrieren",gut/hilfreich,Ich denke ich könnte mir jeden Morgen eine To do Liste mit den zu erledigenden Aufgaben des Tage erstellen und gegebenenfalls einzelne Aufgaben in Teilaufgaben splitten,Follow/Neutral,,,I think this might be helpful,I'm glad to hear that. Always remember that changes take time and it's perfectly normal to make back-and-back steps every now and then. It's important that you keep on being motivated and working on yourself. Be proud of every little progress you make. How do you think you could integrate these strategies into your everyday life?,0.0
2107,2145,10,188.0,2023-08-16 16:57:07.774298,"Dann könnte ich mir die Aufgabe einteilen, konzentriert und geplant meine Arbeit jeden Tag stückweise bewältigen, ohne in Panik zu geraten. Außerdem wäre es wahrscheinlich qualitativ hochwertiger und weniger häufig lückenhaft.",change,Reason,ability,Summary,2023-08-16 16:57:28.596067,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch, weniger zu prokrastinieren und dich mehr auf deine Arbeit und dein Lernen zu konzentrieren, um in diesen Bereichen erfolgreicher zu sein. Diese Veränderung ist dir sehr wichtig, da sie eng mit deiner Zukunft verbunden ist. Du siehst dich jedoch mit einer unsichtbaren Hürde konfrontiert, die dich vor dem Anfangen abhält. Diese Hürde äußert sich in Form von Angst und Nervosität. In Situationen mit hohem Zeitdruck kannst du diese Hürde zwar überwinden und zur Aufgabenerfüllung gezwungen werden, doch dies führt nicht zu qualitativ hochwertigen Ergebnissen und ist mit Unbehagen verbunden. Du strebst danach, die Kontrolle über deinen Zeitplan zu haben und deine Aufgaben geplant und konzentriert anzugehen, um qual Habe ich noch etwas vergessen?",gut/hilfreich,"gut zusammengefasst, jedoch endet der Satz vorzeitig und lässt womöglich Informationen aus.",change,Reason,ability,"Then I could divide up the task, concentrate and plan my work every day without panicking. Moreover, it would probably be more high-quality and less often incomplete.","Let me sum up our conversation so far. You have the desire to procrastinate less and to focus more on your work and your learning in order to be more successful in these areas. This change is very important to you, because it is closely linked to your future. However, you are confronted with an invisible hurdle that keeps you from beginning. This hurdle is expressed in the form of fear and nervousness. In situations with high time pressure, you can overcome this hurdle and be forced to perform tasks, but this does not lead to high quality results and is associated with discomfort. You strive to have control over your schedule and to plan and concentrate your tasks, in order to qually have I forgotten something yet?",0.0
